Time (HH:mm:ss.fff),Time (GPS ns),UTC offset (s),Time from start of file (s),Latitude (deg),Longitude (deg),Altitude (m),Velocity north (m/s),Velocity east (m/s),Velocity down (m/s),Acceleration Xv (m/s²),Acceleration Yv (m/s²),Acceleration Zv (m/s²),Heading (deg),Pitch (deg),Roll (deg),Velocity up (m/s),Number of GNSS satellites used (),GpsAttNumObs (),GpsVelNumObs (),Total number of satellites used in position solution (gx/ix only) (),Primary GPS number of satellites tracked (),External GPS number of satellites tracked (),Secondary GPS number of satellites tracked (),GPS position mode (),GPS velocity mode (),GPS dual antenna attitude mode (),Primary GPS position mode (),External GPS position mode (),Secondary GPS position mode (),Position accuracy north (m),Position accuracy east (m),Position accuracy down (m),Heading accuracy (deg),Pitch accuracy (deg),Roll accuracy (deg),GPS satellites used in position solution (gx/ix only) (),Glonass satellites used in position solution (gx/ix only) (),Galileo satellites used in position solution (gx/ix only) (),Beidou satellites used in position solution (gx/ix only) ()
00:32:24.400,1426379562400000000,-18,355.400000000,37.4257720192232,-121.916357633027,13.9738607406616,-4.9431,-13.9491,-0.1211,-0.9688,-0.2475,-9.2045,250.571019891082,0.106684741453359,1.01671360745965,0.1211,17,11,36,17,41,,28,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.008,0.028,0.0601605684887364,0.0320856365273261,0.0360963410932419,9,5,0,0
00:32:25.400,1426379563400000000,-18,356.400000000,37.4257286071181,-121.916511250936,14.0323858261108,-4.6847,-13.3639,-0.0186,-0.5835,-0.3097,-9.8572,250.765137992072,-0.147078266010082,0.948818108736643,0.0186,17,11,36,17,41,,28,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.017,0.016,0.03,0.0618794418741289,0.0315126787321953,0.0349504255029802,10,7,0,0
00:32:26.400,1426379564400000000,-18,357.400000000,37.4256868282614,-121.916660228201,13.9772596359253,-4.599,-12.9839,0.1005,-0.3999,-0.0255,-9.074,250.615366824425,-0.541158637501063,0.895876808466555,-0.1005,9,11,36,9,41,,28,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.013,0.012,0.029,0.0624523996692597,0.0326585943224569,0.0366692988883727,10,7,0,0
00:32:27.400,1426379565400000000,-18,358.400000000,37.4256456109375,-121.916807555376,13.828516960144,-4.6039,-13.1777,0.2501,0.1455,0.1071,-9.6214,250.87841174817,-0.743011668725652,0.746105640819358,-0.2501,17,11,36,17,41,,28,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.008,0.008,0.028,0.0624523996692597,0.0320856365273261,0.0360963410932419,10,7,0,0
00:32:28.400,1426379566400000000,-18,359.400000000,37.425604049716,-121.916957449317,13.687837600708,-4.6716,-13.349,0.3531,-0.1714,-0.537,-10.2451,250.754996639099,-1.2718517136314,1.00937974768197,-0.3531,17,11,36,17,41,,29,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.012,0.01,0.033,0.0641712730546522,0.0303667631419336,0.0343774677078494,10,7,0,0
00:32:29.400,1426379567400000000,-18,360.400000000,37.4255611314528,-121.917109727971,13.4642066955566,-4.8879,-13.7239,0.2631,0.8156,-0.209,-11.3418,250.551539326048,-0.931686670662232,0.582354302970969,-0.2631,8,11,37,14,42,,29,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.011,0.009,0.034,0.0630253574643906,0.0303667631419336,0.0343774677078494,8,6,0,0
00:32:30.400,1426379568400000000,-18,361.400000000,37.4255159482536,-121.917269679294,12.9654216766357,-5.0678,-14.4373,0.469,0.3015,0.4664,-11.344,250.736432806536,-1.55712739982704,0.666235324178121,-0.469,8,11,36,8,41,,28,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.016,0.012,0.041,0.0641712730546522,0.0315126787321953,0.0349504255029802,8,5,0,0
00:32:31.400,1426379569400000000,-18,362.400000000,37.4254699665992,-121.917435621988,12.4238662719727,-5.1072,-15.1736,0.6288,0.5671,0.094,-9.288,251.481793602222,-2.12819443423393,0.31042853340188,-0.6288,7,11,36,8,41,,28,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.023,0.023,0.046,0.0676090198254371,0.0320856365273261,0.0360963410932419,7,5,0,0
00:32:32.400,1426379570400000000,-18,363.400000000,37.4254238260212,-121.917611645021,11.7207460403442,-5.1277,-15.9545,0.8775,0.2684,0.3914,-10.7512,252.313441841854,-2.7254456398783,0.811881195700376,-0.8775,16,11,34,16,39,,28,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.023,0.022,0.046,0.0676090198254371,0.0343774677078494,0.0395340878640268,8,5,0,0
00:32:33.400,1426379571400000000,-18,364.400000000,37.4253781638408,-121.917796002037,10.8961572647095,-5.0075,-16.5496,0.8081,-0.3175,-0.3554,-9.6465,253.166232224127,-2.85539246781397,1.14173299835719,-0.8081,15,11,32,15,38,,26,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.024,0.023,0.047,0.0676090198254371,0.0366692988883727,0.0429718346348117,8,7,0,0
00:32:34.400,1426379572400000000,-18,365.400000000,37.4253333513782,-121.917984735032,9.96797275543213,-4.9172,-16.8647,0.9703,-0.3763,0.1204,-9.8704,253.866329353998,-3.27479757384973,1.1360607161854,-0.9703,7,5,24,11,30,,18,,gxInteger (24),,RTK Integer (6),,,0.023,0.023,0.047,0.0670360620303063,0.038961130068896,0.0458366236104659,8,4,0,0
00:32:35.400,1426379573400000000,-18,366.400000000,37.4252894350362,-121.918176998048,8.98229694366455,-4.8257,-17.1422,0.897,-0.8115,1.557,-12.7568,254.510047436827,-2.74664507829814,0.430577783040814,-0.897,7,5,13,7,20,,11,,,None (0),RTK Integer (6),,,0.018,0.019,0.045,0.0676090198254371,0.0378152144786343,0.045263665815335,5,4,0,0
00:32:36.400,1426379574400000000,-18,367.400000000,37.425246205587,-121.918371799549,8.16145992279053,-4.7818,-17.3021,0.7883,0.1072,-0.674,-9.3244,254.683080690957,-2.40361524635332,0.550669736900234,-0.7883,9,5,9,4,7,,1,,gxDoppler (20),None (0),,,,0.025,0.026,0.049,0.0670360620303063,0.0366692988883727,0.0435447924299426,5,4,0,0
00:32:37.400,1426379575400000000,-18,368.400000000,37.4252038836312,-121.918567795751,7.46506547927856,-4.6686,-17.3466,0.5778,-0.3385,-0.3492,-8.9852,254.901835977137,-2.03589093343835,0.86883320053638,-0.5778,9,5,6,4,8,,0,,,None (0),None (0),,,0.039,0.042,0.057,0.0699008510059604,0.0372422566835035,0.0418259190445501,5,4,0,0
00:32:38.400,1426379576400000000,-18,369.400000000,37.4251625538133,-121.918763678909,6.82957601547241,-4.5629,-17.2234,0.4932,-0.6305,0.2014,-10.0544,255.333960746225,-1.88405711772869,0.945552249304398,-0.4932,17,5,4,4,2,,0,,,None (0),None (0),,,0.054,0.055,0.065,0.0693278932108296,0.0366692988883727,0.0406800034542885,5,4,0,0
00:32:39.400,1426379577400000000,-18,370.400000000,37.4251229227838,-121.918958265884,6.40691900253296,-4.3099,-17.1284,0.4129,-0.1533,0.0675,-9.2431,256.022083058177,-1.36570220047383,0.774524347457847,-0.4129,17,5,8,6,10,,1,,,None (0),,,,0.066,0.062,0.073,0.0716197243913529,0.0378152144786343,0.0412529612494193,5,4,0,0
00:32:40.400,1426379578400000000,-18,371.400000000,37.4250838684786,-121.919153201612,6.0507116317749,-4.4498,-17.3493,0.2694,-0.0075,-1.0691,-10.3011,255.469178785876,-0.74707966907108,1.80017609652153,-0.2694,8,5,12,7,17,,6,gxDifferential (22),gxInteger (24),None (0),,,,0.069,0.06,0.074,0.0704738088010913,0.0378152144786343,0.0423988768396809,5,4,0,0
00:32:41.400,1426379579400000000,-18,372.400000000,37.4250414840054,-121.91934931807,5.87558174133301,-4.9421,-17.5029,0.268,0.2974,-0.5961,-10.223,254.195207128403,-0.360390453137288,1.6427845901991,-0.268,8,5,9,8,18,,6,gxDifferential (22),,None (0),SPS (3),,,0.056,0.051,0.071,0.0716197243913529,0.035523383298111,0.0401070456591576,6,2,0,0
00:32:42.400,1426379580400000000,-18,373.400000000,37.4249951078259,-121.919547821772,5.8189811706543,-5.3222,-17.5223,0.0006,-0.1576,-0.6783,-8.9446,252.980593898505,-0.244137316505244,1.63504965996483,-0.0006,9,5,7,6,8,,0,,,None (0),,,,0.048,0.046,0.065,0.0704738088010913,0.0349504255029802,0.038961130068896,4,2,0,0
00:32:43.400,1426379581400000000,-18,374.400000000,37.4249448514388,-121.91974392581,5.79187440872192,-5.8069,-17.1771,0.0251,0.054,-0.2718,-10.1937,251.38439077705,0.0922462050160625,0.995170394362727,-0.0251,10,5,6,9,13,,8,gxDifferential (22),,None (0),,,,0.043,0.04,0.059,0.0710467665962221,0.0343774677078494,0.0378152144786343,6,3,0,0
00:32:44.400,1426379582400000000,-18,375.400000000,37.4248919371806,-121.9199366319,5.86590337753296,-5.9506,-16.9082,0.0819,-0.1787,-0.2454,-8.8902,250.754595568642,-0.269920417286131,1.08042651427819,-0.0819,12,5,17,12,21,,14,gxDifferential (22),gxInteger (24),None (0),Differential (4),,,0.038,0.035,0.054,0.0699008510059604,0.0338045099127186,0.0372422566835035,8,3,0,0
00:32:45.400,1426379583400000000,-18,376.400000000,37.4248374482983,-121.920128542064,5.88002109527588,-6.1855,-17.0533,-0.0743,0.674,0.19,-7.9406,250.229537045184,0.335180310151532,0.0620513292126681,0.0743,15,5,25,15,28,,18,gxDifferential (22),gxInteger (24),None (0),Differential (4),,,0.031,0.029,0.049,0.0699008510059604,0.0338045099127186,0.0372422566835035,9,6,0,0
00:32:46.400,1426379584400000000,-18,377.400000000,37.4247795705803,-121.920325149476,6.0081934928894,-6.7322,-17.8063,-0.2268,1.2489,-0.2876,-10.1091,249.544737888444,0.972194786777981,-0.822767393807862,0.2268,14,5,25,14,29,,21,gxDifferential (22),gxInteger (24),None (0),Differential (4),,,0.025,0.023,0.045,0.068181977620568,0.0338045099127186,0.0372422566835035,8,6,0,0
00:32:47.400,1426379585400000000,-18,378.400000000,37.424717194364,-121.92053085464,6.25778675079346,-7.1524,-18.5394,-0.3485,0.9963,-0.7835,-11.001,248.869507126882,1.32731402820007,-0.649562252339814,0.3485,16,5,27,15,31,,21,gxDifferential (22),gxInteger (24),None (0),Differential (4),,,0.017,0.015,0.041,0.0676090198254371,0.0332315521175878,0.0372422566835035,8,7,0,0
00:32:48.400,1426379586400000000,-18,379.400000000,37.424647888451,-121.920740227578,6.60974264144897,-8.272,-18.2519,-0.5105,-0.2366,-1.0109,-10.4457,245.574197663967,1.33470518375725,-1.37842186352573,0.5105,18,5,31,18,35,,24,gxDifferential (22),gxInteger (24),None (0),Differential (4),,,0.012,0.01,0.039,0.0664631042351755,0.0326585943224569,0.0366692988883727,9,7,0,0
00:32:49.400,1426379587400000000,-18,380.400000000,37.4245686118596,-121.920939900853,7.16931867599487,-9.1949,-17.1968,-0.4255,0.0908,-0.1034,-9.217,242.051710435282,1.16791716959467,-3.51240317149049,0.4255,18,5,32,18,36,,25,gxDifferential (22),gxInteger (24),RTK Integer (6),Differential (4),,,0.026,0.024,0.044,0.0687549354156988,0.0315126787321953,0.035523383298111,10,8,0,0
00:32:50.400,1426379588400000000,-18,381.400000000,37.4244831360508,-121.92113440735,7.48284435272217,-9.7712,-17.2963,-0.2929,0.5183,0.2678,-9.5946,240.693513981924,0.945380361965858,-3.10554584116809,0.2929,8,9,35,18,39,,26,,gxInteger (24),RTK Integer (6),,,,0.019,0.017,0.04,0.068181977620568,0.0309397209370645,0.0349504255029802,10,8,0,0
00:32:51.400,1426379589400000000,-18,382.400000000,37.4243938046506,-121.921330158202,7.7801513671875,-10.0154,-17.3691,-0.2231,0.0765,0.5394,-9.7554,240.18690469947,0.568947090564907,-1.93195638940162,0.2231,18,9,35,8,39,,27,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.011,0.009,0.037,0.0693278932108296,0.0320856365273261,0.035523383298111,8,5,0,0
00:32:52.400,1426379590400000000,-18,383.400000000,37.4243047114316,-121.921527630907,7.88578319549561,-9.6908,-17.5688,-0.0538,-0.2655,0.6276,-9.119,241.282113524862,0.0131780292880089,-0.657583661471646,0.0538,18,10,35,18,39,,26,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.012,0.01,0.034,0.0721926821864837,0.0303667631419336,0.0338045099127186,10,8,0,0
00:32:53.400,1426379591400000000,-18,384.400000000,37.4242180547073,-121.921726022732,7.82024669647217,-9.6269,-17.6765,0.0657,0.3019,-0.1124,-9.4918,241.515192755921,-0.238006668097344,1.16539615529609,-0.0657,8,10,35,8,39,,26,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.01,0.008,0.031,0.0670360620303063,0.0303667631419336,0.0338045099127186,8,6,0,0
00:32:54.400,1426379592400000000,-18,385.400000000,37.4241321103927,-121.921927422705,7.69828367233276,-9.4062,-17.9706,0.1114,-0.0698,-0.1878,-9.5398,242.539297518938,-0.366234622647622,2.08596744473279,-0.1114,8,11,35,8,39,,27,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.01,0.008,0.029,0.0687549354156988,0.0303667631419336,0.0338045099127186,8,6,0,0
00:32:55.400,1426379593400000000,-18,386.400000000,37.4240486904083,-121.922131948289,7.50812435150146,-9.0632,-18.2163,0.2981,0.0008,-0.3977,-9.0786,243.607863806857,-0.906361936117449,2.64293971737946,-0.2981,8,11,35,8,39,,27,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.01,0.009,0.029,0.0687549354156988,0.0309397209370645,0.0343774677078494,8,6,0,0
00:32:56.400,1426379594400000000,-18,387.400000000,37.4239678877352,-121.922339135236,7.3292407989502,-8.7984,-18.4463,0.1243,0.1174,-0.0407,-11.2896,244.731777817786,-0.368927524284737,2.1499668304489,-0.1243,8,11,34,8,39,,26,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.022,0.021,0.045,0.0693278932108296,0.0309397209370645,0.0349504255029802,8,6,0,0
00:32:57.400,1426379595400000000,-18,388.400000000,37.4238895754574,-121.922548419498,7.16280269622803,-8.6263,-18.5762,0.1603,0.0095,-0.1041,-9.5346,245.315908289922,-0.510390803902537,1.75926690994919,-0.1603,12,11,35,12,40,,27,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.024,0.022,0.046,0.0676090198254371,0.0332315521175878,0.0372422566835035,8,5,0,0
00:32:58.400,1426379596400000000,-18,389.400000000,37.4238126163074,-121.922758808498,7.06337594985962,-8.4666,-18.653,-0.0224,-0.1264,0.2061,-10.734,245.892991381178,0.0315126787321953,1.53690198965892,0.0224,18,11,35,18,40,,28,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.024,0.023,0.046,0.0699008510059604,0.0366692988883727,0.0401070456591576,8,5,0,0
00:32:59.400,1426379597400000000,-18,390.400000000,37.4237379403794,-121.922970587552,6.9653491973877,-8.2152,-18.7406,0.0014,-0.094,0.0037,-10.2756,246.503134137212,0.0690414143132642,1.5464703848376,-0.0014,15,11,35,17,40,,26,,gxInteger (24),,RTK Integer (6),,,0.013,0.013,0.038,0.0664631042351755,0.0338045099127186,0.0401070456591576,10,7,0,0
00:33:00.400,1426379598400000000,-18,391.400000000,37.4236645399207,-121.923182144504,7.1057333946228,-8.1318,-18.6522,-0.2362,-0.0327,-0.6992,-10.9881,246.487778868303,0.796640518349897,1.78980556042967,0.2362,9,10,19,9,26,,12,,,,RTK Integer (6),,,0.014,0.014,0.037,0.0653171886449139,0.0326585943224569,0.038961130068896,8,5,0,0
00:33:01.400,1426379599400000000,-18,392.400000000,37.423590136952,-121.923391449741,7.3525710105896,-8.3305,-18.4261,-0.1835,0.0431,-0.2575,-9.0661,245.859358758603,0.364401157703204,1.80327006861524,0.1835,9,0,15,9,8,,3,,,None (0),,,,0.015,0.014,0.037,0.0653171886449139,0.0326585943224569,0.0372422566835035,5,4,0,0
00:33:02.400,1426379600400000000,-18,393.400000000,37.4235159664665,-121.923601646141,7.46364212036133,-8.1078,-18.8531,-0.1992,0.8756,-0.3552,-8.1724,246.880312253747,0.479279195626934,2.54307317368816,0.1992,16,0,7,6,6,,1,,,None (0),None (0),,,0.024,0.024,0.041,0.064744230849783,0.0320856365273261,0.0366692988883727,5,4,0,0
00:33:03.400,1426379601400000000,-18,394.400000000,37.4234420553304,-121.923818842632,7.7871789932251,-8.3046,-19.6909,-0.3532,0.2612,-0.2156,-7.464,247.294675331186,0.821163111981496,1.58732227563043,0.3532,6,0,7,6,13,,3,gxDifferential (22),gxInteger (24),None (0),,,,0.038,0.039,0.047,0.0670360620303063,0.0343774677078494,0.0378152144786343,4,2,0,0
00:33:04.400,1426379602400000000,-18,395.400000000,37.4233677313492,-121.924040116595,7.92501163482666,-8.0483,-19.4175,-0.0534,-0.8926,-0.1569,-9.5936,247.545860028571,-0.114075897010547,2.09811414998956,0.0534,13,0,25,13,28,,8,gxDifferential (22),gxInteger (24),None (0),Differential (4),,,0.048,0.049,0.054,0.0658901464400447,0.0343774677078494,0.0372422566835035,4,5,0,0
00:33:05.400,1426379603400000000,-18,396.400000000,37.4232968321499,-121.924255589927,8.04404163360596,-7.6632,-18.75,-0.2344,-0.8493,-0.3532,-10.1919,247.966468345976,0.443698516549309,2.09822874154859,0.2344,13,0,25,13,29,,9,gxDifferential (22),gxInteger (24),None (0),Differential (4),,,0.046,0.047,0.058,0.0676090198254371,0.0332315521175878,0.0372422566835035,7,6,0,0
00:33:06.400,1426379604400000000,-18,397.400000000,37.4232304433396,-121.924463992091,8.21644020080566,-7.0144,-18.1919,-0.1335,-0.4668,0.3807,-10.3566,249.27922924618,0.267800473444147,2.02981758080997,0.1335,16,0,28,16,33,,11,gxDifferential (22),gxInteger (24),None (0),Differential (4),,,0.044,0.044,0.058,0.0664631042351755,0.0332315521175878,0.0372422566835035,7,6,0,0
00:33:07.400,1426379605400000000,-18,398.400000000,37.4231712274643,-121.924668038937,8.3881664276123,-6.1447,-17.9183,-0.2442,-0.3517,0.5636,-9.7684,251.394761313142,0.52345424163152,1.39257392106547,0.2442,16,0,29,16,33,,14,gxDifferential (22),gxInteger (24),None (0),Differential (4),,,0.043,0.042,0.057,0.0670360620303063,0.0326585943224569,0.0366692988883727,10,6,0,0
00:33:08.400,1426379606400000000,-18,399.400000000,37.423118448861,-121.924868388764,8.60688972473145,-5.6207,-17.5243,-0.1637,-0.5131,-0.2386,-9.4273,252.475588897876,0.29054689791084,1.30771887160659,0.1637,16,0,29,16,33,,15,gxDifferential (22),gxInteger (24),None (0),,,,0.042,0.041,0.055,0.0658901464400447,0.0315126787321953,0.0349504255029802,10,6,0,0
00:33:09.400,1426379607400000000,-18,400.400000000,37.4230689544038,-121.925065699765,8.73760795593262,-5.3614,-17.6648,-0.1428,0.7825,0.2465,-10.0856,253.470243630224,0.598970079029763,0.77979555917305,0.1428,13,1,29,13,33,,15,,gxInteger (24),,RTK Integer (6),,,0.041,0.04,0.054,0.0658901464400447,0.0326585943224569,0.0366692988883727,8,5,0,0
00:33:10.400,1426379608400000000,-18,401.400000000,37.4230217537119,-121.925268720414,8.85172367095947,-5.0803,-18.1983,-0.1253,0.4276,0.2166,-9.6607,254.711212918697,0.357754847279686,1.02863112959837,0.1253,16,8,29,16,34,,17,,gxInteger (24),,RTK Integer (6),,,0.033,0.031,0.051,0.0658901464400447,0.0326585943224569,0.0366692988883727,8,5,0,0
00:33:11.400,1426379609400000000,-18,402.400000000,37.4229770414411,-121.925478034109,8.96795272827148,-4.8538,-18.8943,-0.1382,0.3359,0.0282,-10.3825,255.800692166139,0.539095989438591,1.35630569263368,0.1382,15,8,29,16,34,,17,,gxInteger (24),,RTK Integer (6),,,0.022,0.02,0.043,0.0658901464400447,0.0326585943224569,0.0366692988883727,10,6,0,0
00:33:12.400,1426379610400000000,-18,403.400000000,37.4229341823786,-121.925691463147,9.07013702392578,-4.4976,-18.8578,-0.0657,-0.143,0.3101,-10.0399,256.917329613069,0.172460296334378,1.53793331369016,0.0657,15,9,29,14,34,,17,,gxInteger (24),,RTK Integer (6),,,0.021,0.019,0.04,0.0658901464400447,0.0326585943224569,0.0372422566835035,9,6,0,0
00:33:13.400,1426379611400000000,-18,404.400000000,37.4228970635612,-121.925904305572,9.13775444030762,-3.7427,-18.9636,-0.0691,-0.1104,0.119,-9.7987,259.336873086127,0.309626392488697,1.85953452409709,0.0691,15,9,30,15,35,,23,,gxInteger (24),,RTK Integer (6),,,0.019,0.018,0.037,0.0664631042351755,0.0326585943224569,0.0366692988883727,9,6,0,0
00:33:14.400,1426379612400000000,-18,405.400000000,37.4228675549002,-121.926122462162,9.14909648895264,-2.9743,-19.75,0.0266,0.8412,0.2166,-10.1256,261.877539837076,0.401643414386707,2.74274896529125,-0.0266,13,9,31,13,35,,26,,gxInteger (24),,RTK Integer (6),,,0.017,0.016,0.034,0.0658901464400447,0.0326585943224569,0.0366692988883727,9,6,0,0
00:33:15.400,1426379613400000000,-18,406.400000000,37.4228418896339,-121.926353605469,9.25271320343018,-2.8802,-21.1571,-0.0449,1.075,-0.478,-10.9,262.550593359016,0.648359040970039,2.76406299527012,0.0449,15,9,31,15,36,,28,,gxInteger (24),,RTK Integer (6),,,0.013,0.012,0.033,0.064744230849783,0.0320856365273261,0.0366692988883727,9,6,0,0
00:33:16.400,1426379614400000000,-18,407.400000000,37.4228168025219,-121.926600330089,9.36349678039551,-2.7402,-22.4595,-0.1204,1.4777,-0.4358,-8.17,263.272061814645,0.430520487261301,1.90754838732905,0.1204,15,9,32,15,36,,27,,gxInteger (24),,RTK Integer (6),,,0.015,0.014,0.033,0.0658901464400447,0.0320856365273261,0.0366692988883727,9,6,0,0
00:33:17.400,1426379615400000000,-18,408.400000000,37.4227922348544,-121.926861835196,9.37344551086426,-2.7307,-23.7634,-0.2704,1.3817,0.0605,-11.5346,263.737074361173,0.739516626175354,1.27460191104803,0.2704,8,9,32,16,37,,29,,gxInteger (24),,RTK Integer (6),,,0.014,0.013,0.032,0.0630253574643906,0.0320856365273261,0.0360963410932419,10,6,0,0
00:33:18.400,1426379616400000000,-18,409.400000000,37.4227673161278,-121.927137147231,9.38911628723145,-2.8126,-24.9705,0.0094,1.211,-0.2084,-11.1831,263.755867376853,0.315298674660492,2.00987864953941,-0.0094,13,10,33,13,38,,28,gxFloat (23),gxInteger (24),,RTK Integer (6),,,0.016,0.015,0.033,0.0635983152595214,0.0320856365273261,0.0360963410932419,8,6,0,0
00:33:19.400,1426379617400000000,-18,410.400000000,37.4227407072023,-121.927425370992,9.34143924713135,-3.0849,-26.1052,0.0334,1.3856,-0.457,-9.8222,263.426130165755,0.297536983011437,2.2104138778352,-0.0334,13,11,34,13,38,,29,gxFloat (23),gxInteger (24),,RTK Integer (6),,,0.017,0.016,0.033,0.0641712730546522,0.0326585943224569,0.0366692988883727,8,5,0,0
00:33:20.400,1426379618400000000,-18,411.400000000,37.4227123966123,-121.92772521134,9.3347692489624,-3.0746,-26.707,0.0853,0.0553,0.1393,-8.9956,263.673304158575,-0.207181538719306,1.66954171923171,-0.0853,18,10,34,13,39,,29,,gxInteger (24),,RTK Integer (6),,,0.013,0.011,0.031,0.0641712730546522,0.0320856365273261,0.0366692988883727,8,5,0,0
00:33:21.400,1426379619400000000,-18,412.400000000,37.4226862779882,-121.928025161909,9.23919296264648,-2.7571,-26.2901,0.154,-0.5603,-0.1134,-9.6323,264.114252477707,-0.389095638673342,1.88789593495606,-0.154,18,10,35,18,40,,28,,gxInteger (24),,RTK Integer (6),,,0.011,0.008,0.031,0.0635983152595214,0.0315126787321953,0.0366692988883727,10,8,0,0
00:33:22.400,1426379620400000000,-18,413.400000000,37.4226618850647,-121.928318637556,9.12416839599609,-2.6994,-25.6444,0.0201,-0.7105,-0.3538,-11.1888,264.102736026025,-0.185867508740439,2.38728594919209,-0.0201,8,10,35,18,40,,28,,gxInteger (24),,RTK Integer (6),,,0.017,0.016,0.032,0.064744230849783,0.0309397209370645,0.0349504255029802,10,8,0,0
00:33:23.400,1426379621400000000,-18,414.400000000,37.4226372197604,-121.928606644848,9.15381050109863,-2.7591,-25.526,-0.009,0.3446,-0.1679,-8.9995,264.00682289112,-0.00527121171520357,1.88210906122524,0.009,8,10,35,8,40,,28,,gxInteger (24),,RTK Integer (6),,,0.013,0.013,0.03,0.0630253574643906,0.0320856365273261,0.0360963410932419,8,6,0,0
00:33:24.400,1426379622400000000,-18,415.400000000,37.42261210053,-121.92889756901,9.11349868774414,-2.8471,-25.9539,0.0075,0.1969,-0.0411,-9.1236,263.943797533656,-0.0599886811501972,0.508041676942501,-0.0075,18,10,35,18,40,,28,,gxInteger (24),,RTK Integer (6),,,0.009,0.008,0.029,0.0641712730546522,0.0309397209370645,0.0349504255029802,8,6,0,0
00:33:25.400,1426379623400000000,-18,416.400000000,37.4225857392524,-121.929189479676,9.13494968414307,-2.989,-25.6614,0.095,-0.5373,0.0433,-8.8783,263.553441387833,-0.454928489333874,-0.661479774478535,-0.095,18,10,34,17,39,,30,,gxInteger (24),,RTK Integer (6),,,0.011,0.01,0.032,0.0658901464400447,0.0303667631419336,0.0338045099127186,10,7,0,0
00:33:26.400,1426379624400000000,-18,417.400000000,37.4225580324632,-121.92947673568,9.04242897033691,-3.1545,-25.1663,0.0727,-0.524,-0.2585,-9.28,263.014058919497,-0.411326401124418,-1.18848635443987,-0.0727,8,11,35,8,40,,29,,gxInteger (24),,RTK Integer (6),,,0.011,0.008,0.033,0.0658901464400447,0.0303667631419336,0.0343774677078494,10,8,0,0
00:33:27.400,1426379625400000000,-18,418.400000000,37.4225285827437,-121.929757575172,8.85864543914795,-3.376,-24.5487,0.2323,-0.6964,-0.0122,-9.8957,262.301757788591,-0.665547774823964,-1.195648326879,-0.2323,8,11,35,8,40,,29,,gxInteger (24),,RTK Integer (6),,,0.022,0.021,0.04,0.0658901464400447,0.0309397209370645,0.0349504255029802,8,6,0,0
00:33:28.400,1426379626400000000,-18,419.400000000,37.422497085378,-121.930031781507,8.64120101928711,-3.6152,-23.9946,0.1437,-0.4891,-0.1067,-10.3746,261.617416998086,-0.460142405269564,-1.12901333530529,-0.1437,8,6,35,8,40,,29,,gxInteger (24),ixInteger (29),RTK Integer (6),,,0.022,0.021,0.04,0.0658901464400447,0.0320856365273261,0.0366692988883727,8,6,0,0
00:33:29.400,1426379627400000000,-18,420.400000000,37.422463579741,-121.930299811972,8.48759937286377,-3.8421,-23.4609,0.1167,-0.8079,0.3576,-12.2374,260.871655131944,-0.467247081929186,-1.67911011441039,-0.1167,17,6,34,17,39,,29,,gxInteger (24),,RTK Integer (6),,,0.021,0.02,0.039,0.0635983152595214,0.0326585943224569,0.0372422566835035,10,7,0,0
00:33:30.400,1426379628400000000,-18,421.400000000,37.4224277112815,-121.930561775753,8.35233783721924,-4.1435,-22.9101,0.1002,-0.6605,-0.0784,-10.1755,260.004999171029,-0.374427919117993,-2.07404992259407,-0.1002,16,7,34,16,39,,28,,gxInteger (24),,RTK Integer (6),,,0.021,0.02,0.038,0.0624523996692597,0.0320856365273261,0.0372422566835035,10,7,0,0
00:33:31.400,1426379629400000000,-18,422.400000000,37.4223899844769,-121.930817926159,8.15839195251465,-4.206,-22.4574,0.0973,-0.5036,0.4556,-9.768,259.654005225732,-0.423759585278757,-1.84268956492024,-0.0973,17,7,29,16,38,,25,gxDifferential (22),gxInteger (24),None (0),RTK Integer (6),,,0.02,0.019,0.037,0.0624523996692597,0.0320856365273261,0.0366692988883727,10,6,0,0
00:33:32.400,1426379630400000000,-18,423.400000000,37.4223520454584,-121.93106828671,7.9928297996521,-4.2353,-21.735,0.2356,-0.4556,-0.067,-10.2038,259.155073577732,-0.699982538311327,-1.81209361866025,-0.2356,17,6,34,17,41,,27,gxDifferential (22),gxInteger (24),None (0),RTK Integer (6),,,0.021,0.02,0.037,0.0613064840789981,0.0309397209370645,0.0343774677078494,10,7,0,0
