Time (HH:mm:ss.fff),Time (GPS ns),UTC offset (s),Time from start of file (s),Latitude (deg),Longitude (deg),Altitude (m),Velocity north (m/s),Velocity east (m/s),Velocity down (m/s),Acceleration Xv (m/s²),Acceleration Yv (m/s²),Acceleration Zv (m/s²),Heading (deg),Pitch (deg),Roll (deg),Velocity up (m/s),Number of GNSS satellites used (),GpsAttNumObs (),GpsVelNumObs (),Total number of satellites used in position solution (gx/ix only) (),Primary GPS number of satellites tracked (),External GPS number of satellites tracked (),Secondary GPS number of satellites tracked (),GPS position mode (),GPS velocity mode (),GPS dual antenna attitude mode (),Primary GPS position mode (),External GPS position mode (),Secondary GPS position mode (),Position accuracy north (m),Position accuracy east (m),Position accuracy down (m),Heading accuracy (deg),Pitch accuracy (deg),Roll accuracy (deg),GPS satellites used in position solution (gx/ix only) (),Glonass satellites used in position solution (gx/ix only) (),Galileo satellites used in position solution (gx/ix only) (),Beidou satellites used in position solution (gx/ix only) ()
00:26:29.402,1426379207402000000,-18,0.402000000,37.4355440244612,-121.884928162495,16.3388938903809,-3.3909,-13.6782,0.0899,0.6856,-0.2295,-9.1331,256.043339792377,-0.475898744635662,1.50063376122714,-0.0899,10,,,,,,,gxInteger (24),gxInteger (24),None (0),,,,,,,0.105997192099202,0.0338045099127186,0.0343774677078494,0,0,0,0
00:26:30.402,1426379208402000000,-18,1.402000000,37.4355123764135,-121.885085855604,16.2355098724365,-3.6038,-14.1518,0.0989,0.2676,-0.4732,-9.3328,255.690741565253,-0.340680704984787,1.21982714583352,-0.0989,10,0,17,10,22,,9,gxInteger (24),gxInteger (24),None (0),Differential (4),,,0.031,0.029,0.054,0.105424234304071,0.0372422566835035,0.0378152144786343,6,4,0,0
00:26:31.401,1426379209401000000,-18,2.401000000,37.4354792022378,-121.885247160963,16.1418476104736,-3.8272,-14.2573,0.0509,-0.2491,-1.0868,-8.5939,254.784322333356,-0.516636043869463,1.72695209030381,-0.0509,10,0,19,10,24,,9,gxInteger (24),gxInteger (24),None (0),RTK Float (5),,,0.023,0.021,0.046,0.105424234304071,0.0401070456591576,0.0406800034542885,6,4,0,0
00:26:32.401,1426379210401000000,-18,3.401000000,37.4354425964491,-121.885407083884,16.0251922607422,-4.2487,-14.1892,0.2175,0.2021,-0.427,-8.6964,253.288386826049,-0.837893479599316,1.23002579458685,-0.2175,12,0,20,12,24,,10,gxDifferential (22),gxInteger (24),None (0),RTK Integer (6),,,0.014,0.012,0.039,0.103705360918679,0.038961130068896,0.0395340878640268,8,4,0,0
00:26:33.400,1426379211400000000,-18,4.400000000,37.4354037503834,-121.885569763747,15.8557739257813,-4.3364,-14.6836,0.1658,0.7719,-0.0142,-10.1315,253.632333390466,-0.547747652145067,0.792629813783981,-0.1658,12,0,20,12,24,,14,gxDifferential (22),gxInteger (24),None (0),RTK Integer (6),,,0.011,0.009,0.036,0.101413529738156,0.0326585943224569,0.0332315521175878,8,4,0,0
00:26:34.400,1426379212400000000,-18,5.400000000,37.4353650147482,-121.885740615625,15.620677947998,-4.27,-15.5818,0.2694,0.8859,0.7313,-10.6582,254.903497554743,-0.751835218770666,-0.0972882336132138,-0.2694,10,0,19,11,23,,14,gxInteger (24),gxInteger (24),Search (1),RTK Integer (6),,,0.013,0.01,0.038,0.0996946563527633,0.0275019741662795,0.0280749319614103,8,4,0,0
00:26:35.400,1426379213400000000,-18,6.400000000,37.4353270779804,-121.885921482956,15.3721256256104,-4.2441,-16.2474,0.2277,0.1946,-0.1113,-10.2807,255.368395509713,-0.727656399816145,0.913294725438532,-0.2277,10,4,20,10,24,,14,gxInteger (24),gxInteger (24),None (0),RTK Integer (6),,,0.011,0.009,0.037,0.0991216985576324,0.0297938053468028,0.0303667631419336,6,4,0,0
00:26:36.400,1426379214400000000,-18,7.400000000,37.4352887428941,-121.886105692276,15.1380949020386,-4.2451,-16.3948,0.1614,0.2654,0.0624,-8.9915,255.530943636191,-0.947958672043947,0.875307623621359,-0.1614,10,4,20,10,24,,14,gxInteger (24),gxInteger (24),None (0),RTK Integer (6),,,0.012,0.009,0.04,0.0985487407625016,0.0332315521175878,0.0338045099127186,6,4,0,0
00:26:37.400,1426379215400000000,-18,8.400000000,37.4352508691409,-121.886292272794,14.8401947021484,-4.1364,-16.671,0.2792,-0.0232,-0.0001,-9.1219,256.048668299871,-1.13795147690933,0.850269367974142,-0.2792,10,4,20,10,25,,15,gxInteger (24),gxInteger (24),None (0),RTK Integer (6),,,0.029,0.027,0.048,0.0985487407625016,0.0372422566835035,0.0378152144786343,6,4,0,0
00:26:38.400,1426379216400000000,-18,9.400000000,37.4352129620562,-121.886482142298,14.5872449874878,-4.2919,-17.0274,0.139,0.3007,-0.5914,-10.1086,255.68988212856,-0.617075545355897,1.51197832557073,-0.139,10,4,20,10,25,,15,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.021,0.02,0.04,0.0991216985576324,0.0401070456591576,0.0406800034542885,6,4,0,0
00:26:39.400,1426379217400000000,-18,10.400000000,37.4351724037552,-121.886678227057,14.2945432662964,-4.682,-17.8455,0.2403,0.6047,-0.8315,-9.6298,255.140587490368,-0.56379047040873,1.32553785903516,-0.2403,12,4,21,12,27,,15,gxDifferential (22),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.012,0.011,0.034,0.0991216985576324,0.038961130068896,0.0395340878640268,8,4,0,0
00:26:40.400,1426379218400000000,-18,11.400000000,37.4351290112117,-121.886881485099,14.014422416687,-4.8694,-18.0748,0.1974,-0.1489,0.0452,-8.9252,254.845800704774,-0.740318767088537,0.824887337649846,-0.1974,12,5,21,12,27,,15,gxDifferential (22),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.01,0.009,0.032,0.101413529738156,0.0383881722737652,0.038961130068896,8,4,0,0
00:26:41.400,1426379219400000000,-18,12.400000000,37.4350846260311,-121.887086239865,13.7422399520874,-4.9947,-18.1516,0.3087,-0.0777,-0.1674,-8.7756,254.591865809972,-1.02290155164706,0.523969903647138,-0.3087,12,5,22,13,28,,15,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.008,0.032,0.100840571943025,0.0332315521175878,0.0338045099127186,8,5,0,0
00:26:42.400,1426379220400000000,-18,13.400000000,37.4350389900091,-121.887291888233,13.5440540313721,-5.0983,-18.2028,0.1296,-0.4781,-0.5376,-10.021,254.236517385432,-0.652713520213034,0.509760550327893,-0.1296,13,6,23,13,29,,16,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.105,0.105,0.126,0.101986487533287,0.0378152144786343,0.0383881722737652,7,5,0,0
00:26:43.400,1426379221400000000,-18,14.400000000,37.4349921997189,-121.887497224633,13.3820190429688,-5.249,-18.1177,0.2318,-0.2362,-0.5284,-7.7046,253.824045068717,-0.767591558136764,-0.104564797611375,-0.2318,14,6,24,14,32,,16,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.105,0.104,0.127,0.0951109939917167,0.0395340878640268,0.0401070456591576,8,6,0,0
00:26:44.400,1426379222400000000,-18,15.400000000,37.4349444993041,-121.887701601601,13.1960754394531,-5.2856,-18.0615,0.163,-0.1303,0.0711,-9.0387,253.741653737777,-0.719062032889183,0.0338045099127186,-0.163,16,6,27,15,34,,17,gxDifferential (22),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.113,0.117,0.139,0.0945380361965859,0.0406800034542885,0.0406800034542885,8,6,0,0
00:26:45.400,1426379223400000000,-18,16.400000000,37.4348971636397,-121.887904451428,13.0291652679443,-5.1983,-18.0032,0.1627,-0.1179,-0.2222,-9.5332,253.941558712498,-0.699409580516196,-0.0980903745263969,-0.1627,16,6,30,16,36,,19,gxDifferential (22),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.157,0.162,0.151,0.0928191628111934,0.0504202859715124,0.0504202859715124,9,7,0,0
00:26:46.400,1426379224400000000,-18,17.400000000,37.4348510651662,-121.888108334369,12.8272504806519,-5.1515,-17.9655,0.2469,-0.41,0.3366,-7.5878,254.006360239128,-1.08953654322077,0.135218039650874,-0.2469,15,5,30,16,36,,20,gxDifferential (22),gxInteger (24),,RTK Integer (6),,,0.122,0.122,0.127,0.0922462050160626,0.0481284547909892,0.04870141258612,9,7,0,0
00:26:47.400,1426379225400000000,-18,18.400000000,37.4348047177905,-121.888311070286,12.6342668533325,-5.1936,-17.8793,0.1693,-0.225,-0.3326,-9.7716,253.766176331409,-0.642915941916297,0.745074316788122,-0.1693,8,5,11,8,18,,12,,,None (0),RTK Integer (6),,,0.09,0.089,0.105,0.0893814160404084,0.045263665815335,0.0458366236104659,5,3,0,0
00:26:48.400,1426379226400000000,-18,19.400000000,37.4347577011861,-121.888512661456,12.4662857055664,-5.2189,-17.7952,0.1497,-0.0183,0.1856,-9.1292,253.653532828886,-0.641655434767009,0.0690414143132642,-0.1497,0,5,5,0,1,,1,None (0),,None (0),None (0),,,0.064,0.063,0.086,0.0888084582452776,0.0429718346348117,0.0435447924299426,5,3,0,0
00:26:49.400,1426379227400000000,-18,20.400000000,37.4347108614133,-121.888713667942,12.2718238830566,-5.1669,-17.7711,0.1501,-0.2253,0.0525,-9.3628,253.774140444761,-0.664459155013216,0.0699008510059604,-0.1501,9,5,0,0,0,,0,None (0),None (0),None (0),None (0),,,0.045,0.043,0.069,0.0899543738355393,0.0401070456591576,0.0406800034542885,0,0,0,0
00:26:50.400,1426379228400000000,-18,21.400000000,37.4346642092228,-121.888914188551,12.1099767684937,-5.2145,-17.7003,0.1318,-0.1547,-0.0102,-9.6301,253.514934338244,-0.587167148450068,0.175783451546137,-0.1318,7,5,9,7,1,,0,,,None (0),None (0),,,0.036,0.033,0.057,0.0893814160404084,0.038961130068896,0.0401070456591576,4,3,0,0
00:26:51.400,1426379229400000000,-18,22.400000000,37.4346167447421,-121.889113719751,11.9563598632813,-5.3012,-17.6256,0.1902,-0.3976,-0.3413,-10.1569,253.242893977116,-0.592094585488193,0.742667894048573,-0.1902,7,5,9,7,11,,0,gxDifferential (22),gxInteger (24),None (0),,,,0.027,0.025,0.048,0.0893814160404084,0.038961130068896,0.0401070456591576,4,3,0,0
00:26:52.400,1426379230400000000,-18,23.400000000,37.4345692539134,-121.889312736472,11.8247785568237,-5.1784,-17.6171,0.0771,0.4538,-0.0254,-8.9396,253.563177384594,-0.41470685211569,0.768508290608973,-0.0771,14,5,23,12,27,,3,gxDifferential (22),gxInteger (24),None (0),SPS (3),,,0.018,0.016,0.04,0.0893814160404084,0.0383881722737652,0.0395340878640268,6,3,0,0
00:26:53.400,1426379231400000000,-18,24.400000000,37.4345222052124,-121.889513584863,11.6759357452393,-5.2935,-17.9409,0.1955,0.0729,-0.3619,-9.4483,253.529258283122,-0.438026234377514,0.0476127927753714,-0.1955,15,5,25,14,29,,7,gxDifferential (22),gxInteger (24),None (0),,,,0.01,0.009,0.035,0.0888084582452776,0.0372422566835035,0.0383881722737652,9,5,0,0
00:26:54.400,1426379232400000000,-18,25.400000000,37.4344736224646,-121.889720546874,11.4924211502075,-5.4523,-18.6206,0.2089,0.0594,0.214,-10.1607,253.652043138619,-0.483805562208467,0.223453540101021,-0.2089,15,5,26,14,31,,10,gxDifferential (22),gxInteger (24),None (0),Differential (4),,,0.019,0.018,0.036,0.0870895848598851,0.035523383298111,0.0366692988883727,8,6,0,0
00:26:55.400,1426379233400000000,-18,26.400000000,37.4344249208136,-121.889931932909,11.3094062805176,-5.3324,-18.7597,0.0824,-0.283,0.1143,-9.5684,254.038102100978,-0.556685793749108,0.248606387307264,-0.0824,15,5,28,15,31,,11,gxDifferential (22),gxInteger (24),None (0),Differential (4),,,0.01,0.009,0.032,0.087662542655016,0.0366692988883727,0.0378152144786343,9,6,0,0
00:26:56.400,1426379234400000000,-18,27.400000000,37.4343771791567,-121.890142641077,11.1592102050781,-5.2879,-18.5087,0.1027,-0.3213,-0.039,-9.0482,254.048988299085,-0.614268052159756,0.393392822136823,-0.1027,15,5,28,15,32,,12,gxDifferential (22),gxInteger (24),None (0),,,,0.01,0.008,0.033,0.0865166270647543,0.0360963410932419,0.0378152144786343,9,6,0,0
00:26:57.400,1426379235400000000,-18,28.400000000,37.4343296688986,-121.89034975966,10.9950399398804,-5.2673,-18.1321,0.1564,-0.5997,-0.0246,-10.0409,253.810179490075,-0.670188732964524,-0.0107143107689464,-0.1564,16,5,28,15,32,,15,,gxInteger (24),None (0),RTK Integer (6),,,0.019,0.018,0.038,0.0859436692696235,0.0326585943224569,0.0338045099127186,9,6,0,0
00:26:58.400,1426379236400000000,-18,29.400000000,37.434282445888,-121.890552539631,10.8442239761353,-5.2529,-17.7507,0.174,-0.4235,-0.3007,-9.5991,253.414953202994,-0.871010440157877,0.360390453137288,-0.174,15,6,28,15,32,,15,gxDifferential (22),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.011,0.01,0.033,0.0870895848598851,0.0343774677078494,0.035523383298111,9,7,0,0
00:26:59.400,1426379237400000000,-18,30.400000000,37.4342349572265,-121.890751702678,10.6149215698242,-5.2666,-17.62,0.1709,-0.084,0.2628,-10.287,253.395759116857,-0.635639377918135,0.101241642399616,-0.1709,15,5,29,15,32,,16,gxDifferential (22),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.011,0.009,0.033,0.0847977536793618,0.029220847551672,0.0297938053468028,9,6,0,0
00:27:00.400,1426379238400000000,-18,31.400000000,37.4341883202275,-121.890951430726,10.4294672012329,-5.0981,-17.6974,0.2585,-0.2005,0.0985,-9.7381,253.918124738677,-0.796984293026975,0.564248836644835,-0.2585,14,5,26,15,31,,15,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.01,0.008,0.033,0.084224795884231,0.0234912696003638,0.0252101429857562,9,7,0,0
00:27:01.400,1426379239400000000,-18,32.400000000,37.4341426234473,-121.891150985187,10.2440423965454,-5.038,-17.627,0.2806,-0.4979,-0.2608,-9.9163,254.002177647223,-0.908825654636512,0.781858207235521,-0.2806,15,5,27,15,31,,15,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.014,0.011,0.038,0.0836518380891002,0.0269290163711487,0.0280749319614103,9,6,0,0
00:27:02.400,1426379240400000000,-18,33.400000000,37.4340982809675,-121.891349849598,10.0930109024048,-4.6907,-17.6568,0.2076,-0.2267,0.3743,-9.5623,255.103173346346,-0.651453013063746,0.384340088973756,-0.2076,13,5,25,13,30,,15,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.028,0.024,0.044,0.0836518380891002,0.0297938053468028,0.0315126787321953,8,6,0,0
00:27:03.400,1426379241400000000,-18,34.400000000,37.4340577607666,-121.891550511916,9.90442657470703,-4.3484,-17.8769,0.2023,0.3114,0.0218,-9.3798,256.275616882523,-0.696487495761029,0.199733087382605,-0.2023,14,5,26,14,31,,14,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.019,0.016,0.039,0.0825059224988385,0.0326585943224569,0.0343774677078494,8,6,0,0
00:27:04.400,1426379242400000000,-18,35.400000000,37.4340190726332,-121.891754409445,9.67802143096924,-4.2833,-18.1991,0.2171,0.2797,-0.0301,-9.7398,256.69840243955,-0.59054759944134,0.279832587141894,-0.2171,13,4,26,13,30,,14,gxDifferential (22),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.016,0.012,0.037,0.0819329647037077,0.0269290163711487,0.0275019741662795,8,5,0,0
00:27:05.400,1426379243400000000,-18,36.400000000,37.4339804173577,-121.891960901081,9.42595195770264,-4.4836,-18.2576,0.2091,0.1629,-0.3444,-9.34,256.093874669907,-0.573416161366928,1.00554093045459,-0.2091,12,4,26,13,31,,14,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.022,0.02,0.038,0.0790681757280536,0.0217723962149713,0.0229183118052329,8,5,0,0
00:27:06.400,1426379244400000000,-18,37.400000000,37.4339377012836,-121.892169303596,9.24417972564697,-5.143,-18.6193,0.1858,0.4629,-0.8425,-10.1176,254.375459650751,-0.427426515167594,1.44952592590147,-0.1858,13,5,26,11,31,,15,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.012,0.01,0.029,0.0790681757280536,0.0240642273954946,0.0252101429857562,8,4,0,0
00:27:07.400,1426379245400000000,-18,38.400000000,37.4338888966535,-121.892382880145,9.11011123657227,-5.5815,-19.2176,0.1,0.5041,-0.361,-9.4324,253.650381561013,-0.287452925817134,1.60806334781417,-0.1,13,5,25,14,30,,15,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.008,0.027,0.0784952179329228,0.0183346494441863,0.019480565034448,9,5,0,0
00:27:08.400,1426379246400000000,-18,39.400000000,37.433837496239,-121.892602175765,9.0001916885376,-5.7583,-19.5398,0.2015,0.1311,0.1821,-8.941,253.53544622731,-0.55932139960671,1.15960928156527,-0.2015,13,5,29,14,34,,15,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.008,0.007,0.026,0.0773493023426611,0.0131780292880089,0.0137509870831398,8,5,0,0
00:27:09.400,1426379247400000000,-18,40.400000000,37.433785790633,-121.892823107071,8.84600162506104,-5.685,-19.561,0.1504,-0.4378,0.0385,-9.8939,253.664361731214,-0.587911993583738,1.08827603607149,-0.1504,13,5,28,13,33,,16,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.008,0.007,0.025,0.0767763445475303,0.0154698604685322,0.0166157760587939,8,5,0,0
00:27:10.400,1426379248400000000,-18,41.400000000,37.4337351341964,-121.893042647609,8.7544641494751,-5.5316,-19.2847,0.1318,-0.3851,-0.5689,-8.9124,253.850343831513,-0.495436605449623,1.81111959040853,-0.1318,12,5,27,12,31,,16,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.008,0.025,0.0767763445475303,0.0183346494441863,0.019480565034448,7,5,0,0
00:27:11.400,1426379249400000000,-18,42.400000000,37.4336860994093,-121.893258451838,8.59104442596436,-5.3678,-18.9185,0.1683,-0.3395,0.3519,-10.077,254.235657948739,-0.627560673006791,0.747709922645724,-0.1683,13,4,27,12,33,,15,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.008,0.007,0.025,0.0756304289572687,0.0200535228295788,0.0217723962149713,7,5,0,0
00:27:12.400,1426379250400000000,-18,43.400000000,37.4336391321065,-121.893472356456,8.46401023864746,-5.0936,-19.096,-0.0418,0.0799,0.187,-11.7465,255.023818691721,-0.08141730268809,0.608194699531369,0.0418,13,4,29,13,34,,16,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.008,0.007,0.026,0.0750574711621379,0.0217723962149713,0.0240642273954946,8,5,0,0
00:27:13.400,1426379251400000000,-18,44.400000000,37.4335935811458,-121.893690321908,8.31270790100098,-5.0638,-19.3467,0.1036,-0.0963,-0.3001,-10.4508,255.203097185817,-0.390126962704577,1.39738676654456,-0.1036,12,4,28,13,36,,16,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.008,0.026,0.0756304289572687,0.0223453540101021,0.025783100780887,8,5,0,0
00:27:14.400,1426379252400000000,-18,45.400000000,37.433547700565,-121.893907360316,8.18488693237305,-5.1077,-19.0533,-0.0031,-0.4172,-0.3727,-10.0243,254.846660141466,-0.279030446228711,1.14030060386936,0.0031,13,4,27,13,34,,17,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.008,0.007,0.025,0.0750574711621379,0.0234912696003638,0.0275019741662795,7,5,0,0
00:27:15.400,1426379253400000000,-18,46.400000000,37.4335014524858,-121.894120011679,8.11151123046875,-5.0866,-18.624,0.1043,-0.5524,-0.239,-10.306,254.611117191888,-0.496697112598911,1.02490690393002,-0.1043,13,5,29,13,34,,17,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.008,0.008,0.027,0.0750574711621379,0.0223453540101021,0.0280749319614103,8,5,0,0
00:27:16.400,1426379254400000000,-18,47.400000000,37.4334555462184,-121.894330305508,8.00968837738037,-5.126,-18.7281,0.1432,-0.0162,-0.2755,-9.7558,254.633691729016,-0.357353776823094,0.80506299793832,-0.1432,12,5,30,12,35,,16,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.013,0.012,0.029,0.0762033867523995,0.0234912696003638,0.0309397209370645,7,5,0,0
00:27:17.400,1426379255400000000,-18,48.400000000,37.4334092901898,-121.894541212143,7.9124059677124,-5.1191,-18.5628,0.17,-0.252,-0.172,-9.4438,254.506265915379,-0.59874089591171,0.626414757416529,-0.17,15,6,30,13,36,,16,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.01,0.009,0.027,0.0750574711621379,0.0240642273954946,0.0320856365273261,8,5,0,0
00:27:18.400,1426379256400000000,-18,49.400000000,37.4333632905651,-121.894748939486,7.81291913986206,-5.0657,-18.1923,0.0695,-0.3937,-0.3015,-10.651,254.292953728252,-0.373453890866271,0.762091163303508,-0.0695,15,6,31,15,36,,16,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.011,0.009,0.03,0.0750574711621379,0.0234912696003638,0.0320856365273261,9,6,0,0
00:27:19.400,1426379257400000000,-18,50.400000000,37.4333177719654,-121.894952105814,7.75002002716064,-4.9842,-17.735,0.0826,-0.5715,0.1713,-9.8612,254.304355588375,-0.455673334467544,0.504546634392203,-0.0826,14,6,32,16,36,,16,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.012,0.012,0.029,0.074484513367007,0.0229183118052329,0.0309397209370645,9,7,0,0
00:27:20.400,1426379258400000000,-18,51.400000000,37.4332748325179,-121.895146519677,7.68450021743774,-4.5759,-16.5443,0.1065,-1.4518,-0.1732,-9.4032,254.474638645088,-0.767476966577738,0.504260155494637,-0.1065,16,6,31,9,37,,18,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.008,0.027,0.074484513367007,0.0234912696003638,0.0320856365273261,9,5,0,0
00:27:21.400,1426379259400000000,-18,52.400000000,37.4332356461171,-121.895324591972,7.61971998214722,-4.1012,-14.8748,0.153,-2.1009,-0.1697,-9.932,254.469252841814,-0.919253486507893,0.786728348494133,-0.153,15,6,30,16,36,,18,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.014,0.013,0.03,0.0733385977767454,0.0234912696003638,0.0320856365273261,9,7,0,0
00:27:22.400,1426379260400000000,-18,53.400000000,37.4332009350543,-121.895483382326,7.53209018707275,-3.5817,-13.2632,0.0327,-1.7936,-0.3042,-8.9689,254.755789035159,-0.778363164685223,0.804203561245623,-0.0327,9,6,30,14,37,,18,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.013,0.012,0.028,0.0727656399816146,0.0234912696003638,0.0320856365273261,9,6,0,0
00:27:23.400,1426379261400000000,-18,54.400000000,37.4331709187798,-121.895622459199,7.46186447143555,-3.0588,-11.4269,0.0903,-1.9597,-0.1877,-9.8111,254.872042171791,-0.77905071403938,0.865796524222187,-0.0903,16,6,30,15,37,,18,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.011,0.01,0.026,0.0710467665962221,0.0223453540101021,0.0315126787321953,9,6,0,0
00:27:24.400,1426379262400000000,-18,55.400000000,37.4331455014286,-121.895740828354,7.37902498245239,-2.5525,-9.5471,0.0687,-1.9982,0.0633,-9.8006,254.965892658633,-0.832622267884112,0.64446292796315,-0.0687,16,7,32,16,38,,18,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.008,0.008,0.025,0.0704738088010913,0.0211994384198405,0.0280749319614103,9,7,0,0
00:27:25.400,1426379263400000000,-18,56.400000000,37.4331245513106,-121.895837999725,7.32646656036377,-2.0763,-7.709,-0.0106,-1.8529,-0.256,-9.8484,254.854337775921,-0.602751600477626,0.834455732828531,0.0106,16,8,31,16,37,,18,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.008,0.008,0.025,0.0710467665962221,0.0189076072393172,0.0246371851906254,9,7,0,0
00:27:26.400,1426379264400000000,-18,57.400000000,37.4331074990853,-121.895916161403,7.31491804122925,-1.7018,-6.1959,-0.0093,-1.5699,0.0248,-9.6823,254.662568801891,-0.507640606485909,0.935067121653503,0.0093,15,8,31,15,39,,18,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.007,0.007,0.025,0.0699008510059604,0.0166157760587939,0.0206264806247096,9,7,0,0
00:27:27.400,1426379265400000000,-18,58.400000000,37.4330937597361,-121.895979541734,7.31560754776001,-1.3805,-5.0775,0.041,-1.2542,-0.132,-9.8491,254.736881427919,-0.730979555027904,1.06484206225063,-0.041,13,8,32,13,39,,18,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.008,0.028,0.0704738088010913,0.0171887338539247,0.0223453540101021,9,5,0,0
00:27:28.400,1426379266400000000,-18,59.400000000,37.433082662247,-121.896030709252,7.28262710571289,-1.0894,-3.9584,0.0305,-1.2153,-0.2057,-9.7638,254.685257930578,-0.677866367419277,1.20619075030941,-0.0305,13,8,31,13,37,,18,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.01,0.009,0.029,0.0716197243913529,0.0183346494441863,0.0246371851906254,9,5,0,0
00:27:29.400,1426379267400000000,-18,60.400000000,37.4330742280029,-121.896069414925,7.26133966445923,-0.7864,-2.8758,0.0095,-1.1889,-0.303,-9.9113,254.65563601257,-0.581953232514377,1.21346731430757,-0.0095,9,8,31,9,37,,18,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.007,0.029,0.0693278932108296,0.0189076072393172,0.0263560585760179,9,5,0,0
00:27:30.400,1426379268400000000,-18,61.400000000,37.4330684274243,-121.896095883332,7.24356317520142,-0.4981,-1.8114,0.0121,-0.9138,-0.1337,-9.775,254.647156237202,-0.522422917600285,1.17473536735673,-0.0121,9,8,31,9,37,,18,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.011,0.01,0.029,0.0693278932108296,0.019480565034448,0.0280749319614103,9,5,0,0
00:27:31.400,1426379269400000000,-18,62.400000000,37.4330651243895,-121.896110801122,7.23051309585571,-0.2467,-0.8831,-0.0005,-0.8322,-0.1819,-9.8737,254.654661984318,-0.462262349111548,1.15519750654277,0.0005,9,8,31,9,37,,18,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.011,0.011,0.028,0.0699008510059604,0.0200535228295788,0.0297938053468028,9,5,0,0
00:27:32.400,1426379270400000000,-18,63.400000000,37.4330636487376,-121.896117307694,7.22701454162598,-0.094,-0.3185,-0.0023,-0.5654,-0.2006,-9.8172,254.650364800855,-0.392991751680232,1.12632043366817,0.0023,16,8,31,16,38,,18,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.008,0.027,0.0699008510059604,0.0206264806247096,0.0309397209370645,9,5,0,0
00:27:33.400,1426379271400000000,-18,64.400000000,37.4330633344277,-121.896118752817,7.21209144592285,0.0002,0.0207,0.0027,-0.0473,-0.2033,-9.7432,254.653573364507,-0.328247520830449,1.13674826553955,-0.0027,15,8,32,16,38,,18,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.013,0.013,0.029,0.0693278932108296,0.0206264806247096,0.0315126787321953,9,7,0,0
00:27:34.400,1426379272400000000,-18,65.400000000,37.4330633547578,-121.896118662572,7.2096905708313,-0.0038,0.0049,-0.0029,-0.086,-0.2013,-9.8386,254.650593983973,-0.296734842098253,1.14110274478255,0.0029,13,8,31,13,37,,18,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.012,0.012,0.028,0.0699008510059604,0.0206264806247096,0.0309397209370645,8,7,0,0
